2016,18654
2012,22724
2020,15056
2019,18720
2017,18069
2014,20671
2013,21956
2005,31353
2002,32100
2018,19275
2009,28639
2006,32270
2004,31404
2011,25384
2022,14812
2008,30859
2007,31107
2023,13575
2021,13957
2015,19535
2001,35407
2010,26531
2003,31709
