"cod_universidad","des_universidad","anio","cod_capitulo","des_capitulo","cod_articulo","des_articulo","cod_concepto","des_concepto","cod_subconcepto","des_subconcepto","cod_partida","des_partida","cod_seccion","des_seccion","cod_servicio","des_servicio","cod_unidad_de_coste","des_unidad_de_coste","cod_organica_libre_1","des_organica_libre_1","cod_organica_libre_2","des_organica_libre_2","cod_grupo","des_grupo","cod_funcion","des_funcion","cod_subfuncion","des_subfuncion","cod_programa","des_programa","cod_subprograma","des_subprograma","fecha_referencia","credito_inicial","modificaciones","credito_total","gastos_comprometidos","obligaciones_reconocidas","pagos_netos"
"010","Universidad Complutense de Madrid","2015","2","Gastos Corrientes en Bienes y Servicios","22","Material, Suministros y Otros","224","Primas de Seguros","22409","Primas de Seguros por Otros Riesgos","2240900","Primas de Seguros por Otros Riesgos","03","VR CENTROS Y DEP.","0390","FACULTADES","0390109","F. EDUCACIÓN","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","8500","0","8500","2078,06","2078,06","1709,5"
"010","Universidad Complutense de Madrid","2015","2","Gastos Corrientes en Bienes y Servicios","22","Material, Suministros y Otros","226","Gastos Diversos","22601","Atenciones Protocolarias y Representativas","2260100","Atenciones Protocolarias y Representativas","03","VR CENTROS Y DEP.","0390","FACULTADES","0390109","F. EDUCACIÓN","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","0","1771,7","1771,7","1771,7","1771,7","1186,14"
"010","Universidad Complutense de Madrid","2015","2","Gastos Corrientes en Bienes y Servicios","22","Material, Suministros y Otros","226","Gastos Diversos","22602","Publicidad y Proganda","2260200","Publicidad y Proganda","03","VR CENTROS Y DEP.","0390","FACULTADES","0390109","F. EDUCACIÓN","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","0","0","0","1902,62","1902,62","1902,62"
"010","Universidad Complutense de Madrid","2015","2","Gastos Corrientes en Bienes y Servicios","22","Material, Suministros y Otros","226","Gastos Diversos","22605","Cuotas Inscripciones y Suscripciones","2260500","Cuotas Inscripciones y suscripciones","03","VR CENTROS Y DEP.","0390","FACULTADES","0390109","F. EDUCACIÓN","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","2000","-1050","950","100","100","100"
"010","Universidad Complutense de Madrid","2015","2","Gastos Corrientes en Bienes y Servicios","22","Material, Suministros y Otros","226","Gastos Diversos","22606","Reuniones y Conferencias","2260600","Reuniones y Conferencias","03","VR CENTROS Y DEP.","0390","FACULTADES","0390109","F. EDUCACIÓN","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","7000","4743","11743","10498,25","10498,25","6395,71"
"010","Universidad Complutense de Madrid","2015","2","Gastos Corrientes en Bienes y Servicios","22","Material, Suministros y Otros","226","Gastos Diversos","22607","Celebraciones y Actos Acedémicos","2260700","Celebraciones y Actos Acedémicos","03","VR CENTROS Y DEP.","0390","FACULTADES","0390109","F. EDUCACIÓN","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","10000","-2705,23","7294,77","850,03","850,03","0"
"010","Universidad Complutense de Madrid","2015","2","Gastos Corrientes en Bienes y Servicios","22","Material, Suministros y Otros","226","Gastos Diversos","22611","Ayudas de Viaje","2261100","Ayudas de Viaje","03","VR CENTROS Y DEP.","0390","FACULTADES","0390109","F. EDUCACIÓN","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","0","11550","11550","11550","11550","0"
"010","Universidad Complutense de Madrid","2015","2","Gastos Corrientes en Bienes y Servicios","22","Material, Suministros y Otros","226","Gastos Diversos","22612","Actividades Socioculturales","2261200","Actividades Socioculturales","03","VR CENTROS Y DEP.","0390","FACULTADES","0390109","F. EDUCACIÓN","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","3000","-300","2700","0","0","0"
"010","Universidad Complutense de Madrid","2015","2","Gastos Corrientes en Bienes y Servicios","22","Material, Suministros y Otros","226","Gastos Diversos","22615","Gastos Electorales","2261500","Gastos Electorales","03","VR CENTROS Y DEP.","0390","FACULTADES","0390109","F. EDUCACIÓN","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","0","0","0","1848,6","1848,6","1488,6"
"010","Universidad Complutense de Madrid","2015","2","Gastos Corrientes en Bienes y Servicios","22","Material, Suministros y Otros","226","Gastos Diversos","22616","Gastos de sepelios","2261600","Gastos de sepelios","03","VR CENTROS Y DEP.","0390","FACULTADES","0390109","F. EDUCACIÓN","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","4000","0","4000","3792,11","3792,11","2751,66"
"010","Universidad Complutense de Madrid","2015","2","Gastos Corrientes en Bienes y Servicios","22","Material, Suministros y Otros","227","Trab. Realizados por Otras Empresas","22700","Trabajos de Limpieza y Aseo","2270000","Trabajos de Limpieza y Aseo","03","VR CENTROS Y DEP.","0390","FACULTADES","0390109","F. EDUCACIÓN","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","1000","0","1000","39,65","39,65","39,65"
"010","Universidad Complutense de Madrid","2015","2","Gastos Corrientes en Bienes y Servicios","22","Material, Suministros y Otros","227","Trab. Realizados por Otras Empresas","22706","Estudios y Trabajos Técnicos","2270600","Estudios y Trabajos Técnicos","03","VR CENTROS Y DEP.","0390","FACULTADES","0390109","F. EDUCACIÓN","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","17000","-300","16700","5301,82","5301,82","2385,14"
"010","Universidad Complutense de Madrid","2015","2","Gastos Corrientes en Bienes y Servicios","22","Material, Suministros y Otros","227","Trab. Realizados por Otras Empresas","22708","Trabajos de Imprenta","2270800","Trabajos de Imprenta","03","VR CENTROS Y DEP.","0390","FACULTADES","0390109","F. EDUCACIÓN","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","5000","-300","4700","7442,66","7442,66","5222,1"
"010","Universidad Complutense de Madrid","2015","2","Gastos Corrientes en Bienes y Servicios","23","Indemnizaciones por Razón del Servicio","231","Comisiones de Servicio","23100","Comisiones de Servicio","2310000","Comisiones de Servicio","03","VR CENTROS Y DEP.","0390","FACULTADES","0390109","F. EDUCACIÓN","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","50000","2798,88","52798,88","0","0","0"
"010","Universidad Complutense de Madrid","2015","2","Gastos Corrientes en Bienes y Servicios","23","Indemnizaciones por Razón del Servicio","231","Comisiones de Servicio","23100","Comisiones de Servicio","2310041","Transporte","03","VR CENTROS Y DEP.","0390","FACULTADES","0390109","F. EDUCACIÓN","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","0","0","0","12660,31","12660,31","7712,01"
"010","Universidad Complutense de Madrid","2015","2","Gastos Corrientes en Bienes y Servicios","23","Indemnizaciones por Razón del Servicio","231","Comisiones de Servicio","23100","Comisiones de Servicio","2310042","Alojamiento","03","VR CENTROS Y DEP.","0390","FACULTADES","0390109","F. EDUCACIÓN","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","0","0","0","9524,55","9524,55","3174,12"
"010","Universidad Complutense de Madrid","2015","2","Gastos Corrientes en Bienes y Servicios","23","Indemnizaciones por Razón del Servicio","231","Comisiones de Servicio","23100","Comisiones de Servicio","2310043","Manutencion","03","VR CENTROS Y DEP.","0390","FACULTADES","0390109","F. EDUCACIÓN","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","0","0","0","8617,28","8617,28","3452,84"
"010","Universidad Complutense de Madrid","2015","2","Gastos Corrientes en Bienes y Servicios","23","Indemnizaciones por Razón del Servicio","231","Comisiones de Servicio","23100","Comisiones de Servicio","2310044","Inscripciones Personales","03","VR CENTROS Y DEP.","0390","FACULTADES","0390109","F. EDUCACIÓN","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","0","0","0","13253,56","13253,56","4322,72"
"010","Universidad Complutense de Madrid","2015","2","Gastos Corrientes en Bienes y Servicios","23","Indemnizaciones por Razón del Servicio","232","Locomoción","23200","Locomoción y traslado de personal","2320000","Desplazamiento transporte público","03","VR CENTROS Y DEP.","0390","FACULTADES","0390109","F. EDUCACIÓN","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","0","0","0","8135,95","8135,95","469,15"
"010","Universidad Complutense de Madrid","2015","2","Gastos Corrientes en Bienes y Servicios","24","Publicaciones","240","Publicaciones","24000","Gastos de Edición y Publicaciones","2400000","Gastos de Edición y Publicaciones","03","VR CENTROS Y DEP.","0390","FACULTADES","0390109","F. EDUCACIÓN","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","0","0","0","1250,12","1250,12","0"
"010","Universidad Complutense de Madrid","2015","6","Inversiones Reales","62","Inversión Nueva","620","Inversión Nueva","62001","Equipamiento Nuevo","6200100","Equipamiento Nuevo","03","VR CENTROS Y DEP.","0390","FACULTADES","0390109","F. EDUCACIÓN","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","185000","-25181,78","159818,22","0","0","0"
"010","Universidad Complutense de Madrid","2015","6","Inversiones Reales","62","Inversión Nueva","620","Inversión Nueva","62001","Equipamiento Nuevo","6200123","Equipamiento no Inventariable","03","VR CENTROS Y DEP.","0390","FACULTADES","0390109","F. EDUCACIÓN","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","0","0","0","4490,29","4490,29","4490,29"
"010","Universidad Complutense de Madrid","2015","6","Inversiones Reales","62","Inversión Nueva","620","Inversión Nueva","62001","Equipamiento Nuevo","6200127","Utillaje","03","VR CENTROS Y DEP.","0390","FACULTADES","0390109","F. EDUCACIÓN","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","0","0","0","67816,87","67816,87","43141,3"
"010","Universidad Complutense de Madrid","2015","6","Inversiones Reales","62","Inversión Nueva","620","Inversión Nueva","62001","Equipamiento Nuevo","6200128","Mobiliario y Enseres","03","VR CENTROS Y DEP.","0390","FACULTADES","0390109","F. EDUCACIÓN","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","0","0","0","16896,5","16896,5","12645,81"
"010","Universidad Complutense de Madrid","2015","6","Inversiones Reales","62","Inversión Nueva","620","Inversión Nueva","62001","Equipamiento Nuevo","6200129","Equipos Informaticos","03","VR CENTROS Y DEP.","0390","FACULTADES","0390109","F. EDUCACIÓN","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","0","0","0","131940,26","131940,26","94006,04"
"010","Universidad Complutense de Madrid","2015","6","Inversiones Reales","63","Inversión para Reposición","630","Inversión de Reposición","63000","Obras de Reforma, Mantenimiento y Seguridad","6300000","Obras de Reforma, Mantenimiento y Seguridad","03","VR CENTROS Y DEP.","0390","FACULTADES","0390109","F. EDUCACIÓN","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","20000","6463,59","26463,59","0","0","0"
"010","Universidad Complutense de Madrid","2015","6","Inversiones Reales","63","Inversión para Reposición","630","Inversión de Reposición","63000","Obras de Reforma, Mantenimiento y Seguridad","6300022","Reparaciones Menores","03","VR CENTROS Y DEP.","0390","FACULTADES","0390109","F. EDUCACIÓN","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","0","0","0","5746,28","5746,28","1156,99"
"010","Universidad Complutense de Madrid","2015","6","Inversiones Reales","63","Inversión para Reposición","630","Inversión de Reposición","63000","Obras de Reforma, Mantenimiento y Seguridad","6300023","Equipamiento no Inventariable","03","VR CENTROS Y DEP.","0390","FACULTADES","0390109","F. EDUCACIÓN","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","0","0","0","20074,32","20074,32","0"
"010","Universidad Complutense de Madrid","2015","6","Inversiones Reales","63","Inversión para Reposición","630","Inversión de Reposición","63001","Equipamiento de Reposición","6300100","Equipamiento de Reposición","03","VR CENTROS Y DEP.","0390","FACULTADES","0390109","F. EDUCACIÓN","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","145000","-13505,11","131494,89","0","0","0"
"010","Universidad Complutense de Madrid","2015","6","Inversiones Reales","63","Inversión para Reposición","630","Inversión de Reposición","63001","Equipamiento de Reposición","6300125","Instalaciones Técnicas","03","VR CENTROS Y DEP.","0390","FACULTADES","0390109","F. EDUCACIÓN","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","0","0","0","16158,57","16158,57","0"
"010","Universidad Complutense de Madrid","2015","6","Inversiones Reales","63","Inversión para Reposición","630","Inversión de Reposición","63001","Equipamiento de Reposición","6300127","Utillaje","03","VR CENTROS Y DEP.","0390","FACULTADES","0390109","F. EDUCACIÓN","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","0","0","0","423,84","423,84","423,84"
"010","Universidad Complutense de Madrid","2015","6","Inversiones Reales","63","Inversión para Reposición","630","Inversión de Reposición","63001","Equipamiento de Reposición","6300128","Mobiliario y Enseres","03","VR CENTROS Y DEP.","0390","FACULTADES","0390109","F. EDUCACIÓN","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","0","0","0","8934,8","8934,8","6139,12"
"010","Universidad Complutense de Madrid","2015","6","Inversiones Reales","63","Inversión para Reposición","630","Inversión de Reposición","63001","Equipamiento de Reposición","6300129","Equipos Informáticos","03","VR CENTROS Y DEP.","0390","FACULTADES","0390109","F. EDUCACIÓN","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","0","0","0","45294,97","45294,97","39283,35"
"010","Universidad Complutense de Madrid","2015","1","Gastos de Personal","12","Personal Funcionario","121","Retribuciones Complementarias","12102","Cargos Académicos","1210200","Cargos Académicos","03","VR CENTROS Y DEP.","0390","FACULTADES","0390112","F. CC. QUÍMICAS","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","3252,12","0","3252,12","3252,12","3252,12","3252,12"
"010","Universidad Complutense de Madrid","2015","1","Gastos de Personal","15","Incentivos al Rendimiento","151","Gratificaciones","15102","Gratificaciones PAS Laboral Fijo","1510200","Gratificaciones PAS Laboral Fijo","03","VR CENTROS Y DEP.","0390","FACULTADES","0390112","F. CC. QUÍMICAS","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","1500","-370","1130","1130","1130","1130"
"010","Universidad Complutense de Madrid","2015","1","Gastos de Personal","15","Incentivos al Rendimiento","151","Gratificaciones","15103","Gratificaciones PAS Laboral Eventual","1510300","Gratificaciones PAS Laboral Eventual","03","VR CENTROS Y DEP.","0390","FACULTADES","0390112","F. CC. QUÍMICAS","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","300","-30","270","270","270","270"
"010","Universidad Complutense de Madrid","2015","2","Gastos Corrientes en Bienes y Servicios","20","Arrendamientos y Cánones","202","Edificios y Otras Construcciones","20201","Aulas","2020100","Aulas","03","VR CENTROS Y DEP.","0390","FACULTADES","0390112","F. CC. QUÍMICAS","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","2000","0","2000","0","0","0"
"010","Universidad Complutense de Madrid","2015","2","Gastos Corrientes en Bienes y Servicios","20","Arrendamientos y Cánones","203","Maquinaria, Instalaciones y Utillaje","20300","Maquinaria, Instalaciones y Utillaje","2030000","Maquinaria, Instalaciones y Utillaje","03","VR CENTROS Y DEP.","0390","FACULTADES","0390112","F. CC. QUÍMICAS","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","7500","-2313,94","5186,06","0","0","0"
"010","Universidad Complutense de Madrid","2015","2","Gastos Corrientes en Bienes y Servicios","20","Arrendamientos y Cánones","203","Maquinaria, Instalaciones y Utillaje","20300","Maquinaria, Instalaciones y Utillaje","2030026","Maquinaria","03","VR CENTROS Y DEP.","0390","FACULTADES","0390112","F. CC. QUÍMICAS","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","0","0","0","567,49","567,49","486,42"
"010","Universidad Complutense de Madrid","2015","2","Gastos Corrientes en Bienes y Servicios","20","Arrendamientos y Cánones","203","Maquinaria, Instalaciones y Utillaje","20300","Maquinaria, Instalaciones y Utillaje","2030027","Utillaje","03","VR CENTROS Y DEP.","0390","FACULTADES","0390112","F. CC. QUÍMICAS","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","0","0","0","5768,52","5768,52","3102,2"
"010","Universidad Complutense de Madrid","2015","2","Gastos Corrientes en Bienes y Servicios","20","Arrendamientos y Cánones","204","Material de Transporte","20400","Material de Transporte","2040000","Material de Transporte","03","VR CENTROS Y DEP.","0390","FACULTADES","0390112","F. CC. QUÍMICAS","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","700","0","700","2651","2651","2651"
"010","Universidad Complutense de Madrid","2015","2","Gastos Corrientes en Bienes y Servicios","21","Reparaciones, Mantenimiento y Conservación","212","Edificios y Otras Construcciones","21200","Edificios y Otras Construcciones","2120000","Edificios y Otras Construcciones","03","VR CENTROS Y DEP.","0390","FACULTADES","0390112","F. CC. QUÍMICAS","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","13500","4500","18000","33379,58","33379,58","22685,6"
"010","Universidad Complutense de Madrid","2015","2","Gastos Corrientes en Bienes y Servicios","21","Reparaciones, Mantenimiento y Conservación","213","Maquinaria, Instalaciones y Utillaje","21300","Maquinaria, Instalaciones y Utillaje","2130000","Maquinaria, Instalaciones y Utillaje","03","VR CENTROS Y DEP.","0390","FACULTADES","0390112","F. CC. QUÍMICAS","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","8800","0","8800","0","0","0"
"010","Universidad Complutense de Madrid","2015","2","Gastos Corrientes en Bienes y Servicios","21","Reparaciones, Mantenimiento y Conservación","213","Maquinaria, Instalaciones y Utillaje","21300","Maquinaria, Instalaciones y Utillaje","2130025","Instalaciones Técnic","03","VR CENTROS Y DEP.","0390","FACULTADES","0390112","F. CC. QUÍMICAS","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","0","0","0","7432,28","7432,28","7432,28"
"010","Universidad Complutense de Madrid","2015","2","Gastos Corrientes en Bienes y Servicios","21","Reparaciones, Mantenimiento y Conservación","213","Maquinaria, Instalaciones y Utillaje","21300","Maquinaria, Instalaciones y Utillaje","2130026","Maquinaria","03","VR CENTROS Y DEP.","0390","FACULTADES","0390112","F. CC. QUÍMICAS","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","0","0","0","7534,18","7534,18","7534,18"
"010","Universidad Complutense de Madrid","2015","2","Gastos Corrientes en Bienes y Servicios","21","Reparaciones, Mantenimiento y Conservación","213","Maquinaria, Instalaciones y Utillaje","21300","Maquinaria, Instalaciones y Utillaje","2130027","Utillaje","03","VR CENTROS Y DEP.","0390","FACULTADES","0390112","F. CC. QUÍMICAS","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","0","0","0","899,67","899,67","899,67"
"010","Universidad Complutense de Madrid","2015","2","Gastos Corrientes en Bienes y Servicios","21","Reparaciones, Mantenimiento y Conservación","215","Mobiliario y Enseres","21500","Mobiliario y Enseres","2150000","Mobiliario y Enseres","03","VR CENTROS Y DEP.","0390","FACULTADES","0390112","F. CC. QUÍMICAS","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","2500","0","2500","3645,88","3645,88","1087,79"
"010","Universidad Complutense de Madrid","2015","2","Gastos Corrientes en Bienes y Servicios","21","Reparaciones, Mantenimiento y Conservación","216","Equipos para Procesos de Información","21600","Equipos para Procesos de Información","2160000","Equipos para Procesos de Informacion","03","VR CENTROS Y DEP.","0390","FACULTADES","0390112","F. CC. QUÍMICAS","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","5634,68","0","5634,68","781,81","781,81","781,81"
"010","Universidad Complutense de Madrid","2015","2","Gastos Corrientes en Bienes y Servicios","21","Reparaciones, Mantenimiento y Conservación","217","Equipos Audiovisuales","21700","Equipos Audiovisuales","2170000","Equipos Audiovisuales","03","VR CENTROS Y DEP.","0390","FACULTADES","0390112","F. CC. QUÍMICAS","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","3000","0","3000","2392,17","2392,17","2392,17"
"010","Universidad Complutense de Madrid","2015","2","Gastos Corrientes en Bienes y Servicios","22","Material, Suministros y Otros","220","Material Fungible de Oficina","22000","Fungibles de Oficina","2200000","Fungibles de Oficina","03","VR CENTROS Y DEP.","0390","FACULTADES","0390112","F. CC. QUÍMICAS","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","55662,96","0","55662,96","43695,29","43695,29","37736,41"
"010","Universidad Complutense de Madrid","2015","2","Gastos Corrientes en Bienes y Servicios","22","Material, Suministros y Otros","220","Material Fungible de Oficina","22002","Libros y Otras Publicaciones","2200200","Libros y Otras Publicaciones","03","VR CENTROS Y DEP.","0390","FACULTADES","0390112","F. CC. QUÍMICAS","(no informado)","(no informado)","(no informado)","(no informado)","2","Gestión de la Enseñanza","20","Gestión de la Enseñanza","200","Gestión de la Enseñanza","2000","Gestión de la Enseñanza","(no informado)","(no informado)","31122015","13374,26","0","13374,26","18872,33","18872,33","7781,03"
