0,454804
1,251746
2,211634
3,172905
4,130963
5,109428
6,127376
7,181347
8,268000
9,342154
10,335794
11,351119
12,454493
13,375505
14,398795
15,421725
16,400152
17,407221
18,432889
19,445463
20,443860
21,430391
22,423393
23,352879
